message,location
"Floods,fires melting ice caps,acidic oceans.Wheres your head at?","[52, -4]"
"There's flooding, fires and other disasters around the world and it's only going to continue unless there's a change.","[51, -3]"
I want to save my children from climate catastrophe.,"[53, -1]"
Wouldn’t it be wonderful if the 1% that controlled all the wealth were in some way altruistic? With their brazen bulldozing of the planet it sends a clear message that they just want us all to die.,"[-34, 151]"
"I love my children and grandchildren very much and I would like them to live in a planet where they can enjoy the joys of nature without danger or scarcity.   What we have witnessed lately about climate change is very worrying, floods, fires, drought.  Please, stop supporting the exploitation of fossil fuel. Put your money and efforts in green energy. ","[52, -2]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.    Ik hou van mijn kinderen en kleinkinderen, en van de mensen in het algemeen. We hebben allemaal nood aan een gezonde leefomgeving. Fossiele brandstof gebruiken hoort daar niet bij. Die financieren dus ook niet. Tijd voor verandering TEN GOEDE.","[51, 4]"
Please protect our world. We only have one. ,"[45, -123]"
"You have a lot of power to help making the transition to a sustainable world. Please, use it !","[52, 4]"
"I'm afraid for my children's future because of the climate crisis. They are young and will experience famine, climate refugees, extreme storms, floods, droughts and other things that will make life difficult. We as a civilization can no longer support the production of fossil fuels. We can no longer tolerate that our planet is being destroyed.","[51, 4]"
"I have 2 children and they are my most precious treasure. I want to see them grow in a healthy and thriving world, not the current climate mess we are in. We must stop using carbon fuels. My boy's allergies are already through the roof .","[40, -8]"
"Hello folks, I'm one of those who isn't suffering from the effects of climate change, at least not yet. But it's right in my face. The weather is more extreme. Rain is heavier, wind is stronger, everything is more of whatever it used to be. And I have zip to complain about.    Now imagine growing and cutting sugar cane in 50 degrees Celsius, and rice farmers who must now plant their paddies at night because it's too hot during the day. Think about the people in the Pacific whose atoll islands are being eaten up by the rising sea. Imagine they are someone you care about.    It's easy to ignore them when you're in air conditioned comfort. Please don't.    Please stop insuring fossil fuel projects.    Thanks  maddy","[-41, 175]"
This is our last chance.,"[52, 0]"
Stop supporting the large companies which are increasing Global Warming!,"[51, 0]"
"Please stop insuring the extraction of fossil fuels which is destroying our world. Does Lloyd's have enough funds to pay out for the wildfires, floods, drought, rising sea levels and regions and countries rendered uninhabitable? The climate crisis is not a business opportunity. The insuring of coal mining is particularly reprehensible. You may be business people but that does not clear you of responsibility for the destruction that you are responsible for and the loss of a future for your children, grandchildren and the whole of humanity. ","[52, 0]"
Climate problems are huge and if we will keep a healthy planet for our children it is very urgent to take action ,"[51, 4]"
coalact,"[53, 13]"
"I want my grandchildren to live in a world free of the present climate chaos. For too long we have disregarded the effects our actions have on the world as a whole- I speak as someone who's experienced the pea soupers of the 1950s and the many detrimental effects caused by the actions (or non actions) of unthinking governments, corporations and councils just looking at short term gain vs long term disaster","[52, 0]"
